DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,P6430,RAMA4D_R4,INGLABO,DPTO,MES,fex_c_2018,RAMA4DP8_R4
5338076,1,1,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1200000,1,,3,,9,2,,,,,3,1,1,48,,.,48,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,72,1,,2,,,,,,,,7,3,2,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,98,49,1,4,4921,1200000,52,01,31.532325832,
5338077,1,2,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,10,2,,,,,3,1,1,48,,.,48,,,1,3,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,84,45,1,4,4542,900000,52,01,34.776768567,
5338078,1,1,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,,3,,8,2,,,,,2,1,1,48,,.,48,,,2,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,24,1,,2,,,,,,,,1,2,30,,2,,,,1,1,1,1,2,1,2,1,1,1,2,,1,1,2,2,1,2,2,1,9,,97,52,1,4,5224,500000,52,01,39.698987316,
5347503,1,1,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,,3,,8,2,,,,,3,1,1,48,,.,48,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,12,1,,2,,,,,,,,1,3,30,,2,,,,1,1,1,1,2,1,2,2,1,1,2,,2,1,2,2,1,2,2,1,8,,97,52,1,4,5224,400000,52,01,11.099102564,
5347503,1,2,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,,3,,10,2,,,,,3,1,2,48,,.,48,,,1,6,,2,,2,,,,1,1,,,,,,,,,2,2,1,4,24,3,,2,,,,,,,,3,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,4,4781,600000,52,01,11.099102564,
5347504,1,1,1,60,52,52,1,1,,,1,,1,2,2,2,8,,1,,2,480000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,35,2,,35,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,12,3,,2,,,,,,,,3,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,54,97,1,3,9700,480000,52,01,37.696970695,
5347504,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,10,2,,,,,1,1,1,48,,.,48,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,83,25,1,4,2511,900000,52,01,37.696970695,
5347505,1,1,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,9,2,,,,,2,1,1,48,,.,28,6,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,25,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,93,43,1,4,4330,900000,52,01,29.854549818,
5347505,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,300000,1,,3,,9,2,,,,,1,4,2,24,2,,24,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,20,,2,,,,1,1,1,1,2,1,2,1,2,2,2,,1,1,2,2,1,2,2,1,3,,41,47,1,4,4771,300000,52,01,29.854549818,
5347822,1,2,1,60,52,52,2,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,800000,1,,3,,8,2,,,,,3,6,2,48,,.,48,,,1,3,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,24,4,,2,,,,,,,,3,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,84,33,1,4,3312,800000,52,01,24.879761521,
5347823,1,1,1,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2020,2,450000,1,,3,,11,1,1,0,1,0,3,6,2,54,,.,32,6,,2,7,,2,,2,,,,1,,,,1,,,,,,2,2,1,24,18,4,,2,,,,,,,,3,3,5,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,47,1,4,4711,450000,52,01,28.090762251,
5347823,1,2,1,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,450000,1,,3,,11,1,1,0,1,0,3,6,2,60,,.,32,6,,2,7,,2,,2,,,,1,,,1,,,,,,,2,2,1,1,48,1,,2,,,,,,,,1,3,5,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,47,1,4,4711,450000,52,01,28.090762251,
5347824,1,1,1,60,52,52,1,2,1,,1,,1,2,1,1,72,,1,,2,1500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,750000,1,750000,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,60,,.,60,,,7,4,,1,,1,2,1,8,1,1,,,,,,,,,2,2,1,1,144,4,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,98,49,1,1,4921,1500000,52,01,29.247176812,
5347824,1,2,1,60,52,52,1,2,2,12,1,,2,1,1,1,36,,1,,2,908000,2,,,2,,2,,2,,2,,2,,,1,102000,2,2,,,2,,,2,,,2,,,1,450000,1,450000,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,48,,.,48,,,8,7,,1,,1,2,1,7,1,1,,,,,,,,,2,2,1,3,48,1,,2,,,,,,,,1,11,18,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,46,1,1,4642,908000,52,01,29.247176812,
5347825,1,1,1,60,52,52,1,2,1,,2,4,1,1,1,1,168,,5,,2,2020000,2,,,2,,2,,2,,2,,2,,,1,56000,2,2,,,2,,,2,,,2,,,1,1010000,1,2020000,1,2020000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,0,3,,7,7,,1,,1,1,1,14,1,1,,,,,,,,,2,2,1,18,120,1,,2,,,,,,,,3,15,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,2,,13,85,1,2,8530,2020000,52,01,11.099102564,8413
5347874,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,6,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,6,,,,,,,,,35,2,,35,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,54,97,1,3,9700,500000,52,01,22.652138552,
5347874,2,1,2,60,52,52,1,2,2,12,1,,2,2,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,877800,1,,3,,12,2,,,,,1,1,1,48,,.,48,,,6,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,12,1,,2,,,,,,,,1,2,25,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,54,55,1,4,5511,877800,52,01,22.652138552,
5347875,1,2,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,800000,1,,3,,10,2,,,,,3,1,1,56,,.,32,6,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,2,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,98,49,1,4,4921,800000,52,01,35.642384526,
5347876,1,1,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1000000,1,,3,,9,2,,,,,3,1,1,48,,.,32,6,,2,3,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,2,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,84,45,1,4,4520,1000000,52,01,19.081725505,
5348514,1,1,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,11,2,,,,,3,1,1,54,,.,40,6,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,12,1,,2,,,,,,,,1,3,2,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,4,4921,900000,52,01,37.696970695,
5348514,1,2,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,500000,1,,3,,11,2,,,,,3,1,2,24,2,,24,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,4,4771,500000,52,01,37.696970695,
5348515,1,1,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,,3,,8,2,,,,,3,6,2,48,,.,48,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,60,36,1,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,47,1,4,4759,600000,52,01,19.491299795,
5348515,1,4,1,60,52,52,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,3,,4,2,,,,,2,1,2,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,40,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,01,1,4,0145,200000,52,01,19.491299795,
5348516,1,1,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1000000,1,,3,,12,2,,,,,3,1,1,60,,.,48,6,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,36,1,,2,,,,,,,,3,3,3,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,4,4921,1000000,52,01,17.902956603,
5348517,1,2,1,60,52,52,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1500000,1,,3,,10,1,3,3,0,0,3,6,2,48,,.,48,,,2,1,,2,,2,,,,1,,,,1,,,,,,2,2,1,2,84,4,,2,,,,,,,,10,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,03,45,1,5,4520,1500000,52,01,26.93434769,
5348518,1,1,1,60,52,52,1,2,2,3,2,4,2,2,2,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1050000,1,,3,,12,2,,,,,1,1,1,72,,.,72,,,5,7,,1,,1,2,2,8,1,1,,,,,,,,,2,2,1,2,6,1,,2,,,,,,,,1,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,58,85,1,4,8553,1050000,52,01,26.93434769,8413
5348519,1,2,1,60,52,52,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,2000000,1,,3,,12,1,2,2,0,0,3,6,1,48,,.,48,,,2,7,,1,,1,2,2,5,1,1,,,1,,,,,,1,2,1,0,12,1,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,21,96,1,5,9602,2000000,52,01,29.854549818,
5351585,1,1,1,60,52,52,1,1,,,1,,1,2,1,1,60,,1,,2,750000,2,,,2,,2,,2,,2,,2,,,1,90000,2,2,,,2,,,2,,,2,,,1,450000,1,450000,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,56,,.,56,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,18,3,,2,,,,,,,,3,2,35,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,54,97,1,3,9700,750000,52,01,13.242419724,
5351585,1,2,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,,3,,8,2,,,,,2,1,2,48,,.,48,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,84,4,,2,,,,,,,,3,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,95,41,1,4,4111,500000,52,01,13.242419724,
5351585,1,4,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,,3,,6,2,,,,,2,1,2,48,,.,48,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,12,1,,2,,,,,,,,1,2,25,,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,2,2,1,2,2,1,3,,95,41,1,4,4111,400000,52,01,13.242419724,
5351596,1,1,1,60,52,52,1,2,1,,2,4,1,1,1,1,264,,5,,1,3500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1750000,1,3500000,1,1750000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,0,3,,8,7,,1,,1,2,1,24,1,1,,,,,,,,,1,1,1,12,36,1,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,13,85,1,2,8530,3500000,52,01,11.099102564,8413
5351599,1,1,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,,3,,6,2,,,,,2,6,2,48,,.,0,1,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,18,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,81,16,1,4,1630,500000,52,01,22.012128941,
5351600,1,1,1,60,52,52,2,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1000000,1,,3,,10,2,,,,,3,1,2,48,,.,48,,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,4,4773,1000000,52,01,16.998022603,
5351600,1,2,1,60,52,52,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,3,,2,2,,,,,3,1,2,48,,.,28,6,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,5,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,56,1,4,5619,200000,52,01,16.998022603,
5351608,1,1,1,60,52,52,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,2000000,1,,3,,10,1,2,2,0,0,3,6,2,48,,.,48,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,21,45,1,5,4520,2000000,52,01,12.547050527,
5351611,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,260,,1,,2,3000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1500000,1,3000000,1,1500000,2,,2,,2,,,.,,,,,,,,,.,10,,,,,,,,,48,,.,48,,,5,7,,1,,1,2,1,24,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,8,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,40,46,1,1,4663,3000000,52,01,13.703465088,
5351611,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,240,,1,,2,3000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1500000,1,3000000,1,1500000,2,,2,,2,,,.,,,,,,,,,.,10,,,,,,,,,48,,.,48,,,5,7,,1,,1,2,1,24,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,40,46,1,1,4663,3000000,52,01,13.703465088,
5351611,1,3,1,60,52,52,1,2,1,,1,,1,1,1,1,11,,1,,2,1200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,600000,1,1200000,1,600000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,5,4,,1,,1,2,1,1,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,46,1,1,4663,1200000,52,01,13.703465088,
5352502,1,1,1,60,52,52,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,250000,1,,3,,6,2,,,,,3,1,2,30,1,,30,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,8,4,1,,2,,,,,,,,1,14,,,1,20,1,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,1,3,,45,56,1,4,5619,250000,52,01,15.264450243,
5352502,1,4,1,60,52,52,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,100000,1,,1,,6,2,,,,,3,5,2,25,2,,0,6,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,240,4,,2,,,,,,,,3,9,50,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,64,03,1,4,0311,100000,52,01,15.264450243,
5352503,1,2,1,60,52,52,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,800000,1,,3,,6,2,,,,,2,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,8,4,,2,,,,,,,,3,9,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,61,01,1,4,0121,800000,52,01,11.099102564,
5352504,1,1,1,60,52,52,1,2,2,12,1,,1,1,1,1,10,,1,,2,877000,2,,,2,,2,,2,,2,,2,,,1,102000,2,2,,,2,,,2,,,2,,,2,,1,900000,2,,2,,2,,2,,,.,,,,,,,,,.,10,,,,,,,,,24,1,,24,,,5,7,,1,,1,2,1,2,1,1,,,,,,,,,2,2,1,3,12,1,,2,,,,,,,,1,11,10,,1,20,2,1,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,11,46,1,1,4631,877000,52,01,14.483747363,
5352505,1,1,1,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,,3,,8,2,,,,,2,1,2,48,,.,48,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,50,,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,2,2,1,2,2,1,5,,64,03,1,4,0311,400000,52,01,29.854549818,
5352505,1,2,1,60,52,52,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,100000,1,,3,,8,2,,,,,3,1,2,48,,.,48,,,1,3,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,8,1,,2,,,,,,,,1,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,45,61,1,4,6190,100000,52,01,29.854549818,
5352506,1,1,1,60,52,52,1,2,2,12,2,4,2,1,1,1,108,,1,,2,455000,2,,,2,,2,,2,,2,,2,,,1,56000,2,2,,,2,,,2,,,2,,,1,225000,1,455000,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,8,1,,1,,1,2,1,9,1,1,,,,,,,,,1,1,1,24,24,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,54,88,1,1,8890,455000,52,01,11.272746632,7810
5352507,1,1,1,60,52,52,1,2,2,3,1,,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1100000,1,,3,,12,2,,,,,1,1,1,48,,.,48,,,9,7,,1,,1,2,2,1,1,1,,,,,,,,,1,2,1,18,16,4,,2,,,,,,,,1,11,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,33,86,1,4,8610,1100000,52,01,22.012128941,
5352507,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,400000,1,,3,,10,2,,,,,1,1,2,48,,.,48,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,53,56,1,4,5611,400000,52,01,22.012128941,
5352740,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,4,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,1,90000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,4,,,,,,,,,48,,.,48,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,9,5,3,,2,,,,,,,,3,12,20,,2,,,,1,1,1,1,2,1,2,2,1,1,2,,1,1,2,2,2,2,2,1,3,,54,97,1,3,9700,400000,52,01,18.249551551,
5352743,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,8,,1,,2,440000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,30,1,,30,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,8,3,,2,,,,,,,,3,2,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,54,97,1,3,9700,440000,52,01,29.854549818,
5352743,1,2,1,60,52,52,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,10,2,,,,,3,1,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,53,03,1,4,0312,900000,52,01,29.854549818,
5352744,1,2,1,60,52,52,2,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1000000,1,,3,,10,2,,,,,3,1,2,48,,.,48,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,64,03,1,4,0311,1000000,52,01,31.856566439,
5352749,1,1,1,60,52,52,2,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,700000,1,,3,,8,2,,,,,3,1,2,40,,.,40,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,3,84,4,,2,,,,,,,,7,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,5,,81,31,1,4,3110,700000,52,01,31.856566439,
5352752,1,1,1,60,52,52,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,,3,,10,2,,,,,2,1,2,30,2,,30,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,45,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,64,03,1,4,0311,300000,52,01,24.099479246,
5352752,1,3,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,450000,1,,3,,10,2,,,,,2,1,2,50,,.,50,,,1,8,,10,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,64,03,1,4,0311,450000,52,01,24.099479246,
